Data de Cadastro;Nº Fogo; Medida;Calibragem Máxima; Marca; Modelo;Nº de Série; Vida;Posição Início ;Situação ;Localização ;Veículo Atual;Km Inicial Veículo;Km Final Veículo;Km Rodado; Suco 01; Suco 02; Suco 03; Suco 04; Ativo; Cadastrado
10/01/2022;0001;215/75R;100;BRIDGESTONE;M814; 0; 1;DE;NOVO;DIANTEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0002;215/75R;100;BRIDGESTONE;M814; 0; 1;DD;NOVO;DIANTEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0003;215/75R;100;BRIDGESTONE;M814; 0; 1;TEE;NOVO;TRASEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0004;215/75R;100;BRIDGESTONE;M814; 0; 1;TEI;NOVO;TRASEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0005;215/75R;100;BRIDGESTONE;M814; 0; 1;TDE;NOVO;TRASEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0006;215/75R;100;BRIDGESTONE;M814; 0; 1;TDI;NOVO;TRASEIRO;PSZ-2448; 111949;; ; 14; 14; 14; 0;SIM;Makson
10/01/2022;0007;215/75R;100;MICHELIN;XZE2; 0; 2;STP1;RECAPADO;STEP;PSZ-2448; 111949;; ; 14; 14; 14; 14;SIM;Makson
10/01/2022;0008;215/75R;100;MICHELIN;XZE2; 0; 1;DE;NOVO;DIANTEIRO;OJI-0891; 190838;; ; 9; 9; 9; 9;SIM;Makson
10/01/2022;0009;215/75R;100;MICHELIN;XZE2; 0; 1;DD;NOVO;DIANTEIRO;OJI-0891; 190838;; ; 10; 10; 10; 10;SIM;Makson
10/01/2022;0010;215/75R;100;GOODYEAR;XZE2; 0; 1;TEE;NOVO;TRASEIRO;OJI-0891; 190838;; ; 7; 7; 7; 7;SIM;Makson
10/01/2022;0011;215/75R;100;GOODYEAR;RHS; 0; 1;TEI;NOVO;TRASEIRO;OJI-0891; 190838;; ; 8; 8; 8; 0;SIM;Makson
10/01/2022;0012;215/75R;100;MICHELIN;XZE2; 0; 1;TDE;NOVO;TRASEIRO;OJI-0891; 190838;; ; 8; 8; 8; 0;SIM;Makson
10/01/2022;0013;215/75R;100;MICHELIN;XZE2; 0; 1;TDI;NOVO;TRASEIRO;OJI-0891; 190838;; ; 9; 9; 9; 0;SIM;Makson
10/01/2022;0014;215/75R;100;MICHELIN;RHS; 0; 1;STP1;NOVO;STEP;OJI-0891; 190838;; ; 9; 9; 9; 0;SIM;Makson
10/01/2022;0015;215/75R;100;MICHELIN;XZE2; 0; 1;DE;NOVO;DIANTEIRO;PSO-6859; 111580;; ; 12; 12; 12; 0;SIM;Makson
10/01/2022;0016;215/75R;100;MICHELIN;XZE2; 0; 1;DD;NOVO;DIANTEIRO;PSO-6859; 111580;; ; 12; 12; 12; 0;SIM;Makson
10/01/2022;0017;215/75R;100;MICHELIN;XZE2; 0; 1;TEE;NOVO;TRASEIRO;PSO-6859; 111580;; ; 12; 12; 12; 0;SIM;Makson
10/01/2022;0018;215/75R;100;MICHELIN;XZE2; 0; 1;TEI;NOVO;TRASEIRO;PSO-6859; 111580;; ; 12; 12; 12; 0;SIM;Makson
10/01/2022;0019;215/75R;100;MICHELIN;XZE2; 0; 1;TDE;NOVO;TRASEIRO;PSO-6859; 111580;; ; 11; 11; 11; 0;SIM;Makson
10/01/2022;0020;215/75R;100;MICHELIN;XZE2; 0; 1;TDI;NOVO;TRASEIRO;PSO-6859; 111580;; ; 11; 11; 11; 0;SIM;Makson
10/01/2022;0021;215/75R;110;GOODYEAR;RHS; 0; 2;ESTO;RECAPADO;Descartado;00000; 0;158957; 158957; 14; 14; 14; 14;NÃO;Makson
19/01/2022;0022;215/75R;100;MICHELIN;XZE2; 0; 1;DE;NOVO;DIANTEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0023;215/75R;100;MICHELIN;XZE2; 0; 1;DD;NOVO;DIANTEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0024;215/75R;100;MICHELIN;XZE2; 0; 1;TEE;NOVO;TRASEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0025;215/75R;100;MICHELIN;XZE2; 0; 1;TEI;NOVO;TRASEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0026;215/75R;100;MICHELIN;XZE2; 0; 1;TDE;NOVO;TRASEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0027;215/75R;100;MICHELIN;XZE2; 0; 1;TDI;NOVO;TRASEIRO;PSZ-3516; 110802;; ; 12; 12; 12; 0;SIM;Makson
19/01/2022;0028;215/75R;100;GOODYEAR;RHS; 0; 2;STP1;RECAPADO;STEP;PSZ-3516; 110802;; ; 6; 6; 6; 0;SIM;Makson
19/01/2022;0029;215/75R;100;MICHELIN;XZE2; 0; 1;DE;NOVO;DIANTEIRO;OIX-9855; 189095;; ; 10; 10; 10; 0;SIM;Makson
19/01/2022;0030;215/75R;100;MICHELIN;XZE2; 0; 1;DD;NOVO;Descartado;00000; 0;192394; 133825; 10; 10; 10; 0;NÃO;Makson
19/01/2022;0031;215/75R;100;GOODYEAR;RHS; 0; 1;TEE;NOVO;TRASEIRO;OIX-9855; 189095;; ; 6; 6; 6; 0;SIM;Makson
19/01/2022;0032;215/75R;100;GOODYEAR;RHS; 0; 1;TEI;NOVO;TRASEIRO;OIX-9855; 189095;; ; 6; 6; 6; 0;SIM;Makson
19/01/2022;0033;215/75R;100;GOODYEAR;RHS; 0; 1;TDE;NOVO;TRASEIRO;OIX-9855; 189095;; ; 9; 9; 9; 0;SIM;Makson
19/01/2022;0034;215/75R;100;MICHELIN;XZE2; 0; 1;TDI;NOVO;TRASEIRO;OIX-9855; 189095;; ; 8; 8; 8; 0;SIM;Makson
19/01/2022;0035;215/75R;100;BFGOODRICH;ST250; 0; 1;ESTO;NOVO;Descartado;00000; 189095;189992; 897; 4; 4; 4; 0;NÃO;Makson
19/01/2022;0036;215/75R;100;GOODYEAR;RHS; 0; 1;ESTO;NOVO;Descartado;00000; 158957;153765; -5192; 11; 10; 10; 10;NÃO;Makson
19/01/2022;0037;215/75R;110;GOODYEAR;RHS; 0; 1;ESTO;NOVO;Descartado;00000; 0;158957; 158957; 4; 4; 5; 4;NÃO;Makson
19/01/2022;0038;215/75R;110;GOODYEAR;RHS; 0; 2;TEI;encapado;TRASEIRO;ROG-0G63; 3683;; 158957; 3; 3; 3; 4;SIM;Makson
19/01/2022;0039;215/75R;100;GOODYEAR;RHS; 0; 1;ESTO;NOVO;ESTOQUE;EXX-0001; 153047;; ; 3; 3; 3; 0;SIM;Makson
19/01/2022;0040;215/75R;110;PIRELLI;MC-10; 0; 2;TEI;RECAPADO;TRASEIRO;QCG-9H67; 150323;; ; 7; 6; 0; 0;SIM;Makson
19/01/2022;0041;215/75R;110;PIRELLI;MC-10; 0; 2;ESTO;RECAPADO;Descartado;00000; 0;158957; 158957; 4; 6; 0; 0;NÃO;Makson
19/01/2022;0042;215/75R;110;GOODYEAR;RHS; 0; 2;TEE;RECAPADO;TRASEIRO;QCG-9H67; 150323;; ; 14; 14; 13; 14;SIM;Makson
19/01/2022;0043;215/75R;100;GOODYEAR;RHS; 0; 2;ESTO;RECAPADO;Descartado;00000; 153047;158957; 5910; 14; 13; 13; 14;NÃO;Makson
19/01/2022;00036;275/75R;115;GOODYEAR;KMAX; 0; 1;DE;NOVO;DIANTEIRO;0000; 59316;597370; 538054; 10; 10; 10; 10;NÃO;Makson
19/01/2022;0045;275/75R;115;GOODYEAR;KMAX; 0; 1;ESTO; NOVO;Descartado;00000; 14938;59316; 44378; 9; 9; 9; 9;NÃO;Makson
19/01/2022;0046;275/75R;115;MICHELIN;X MULTI; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-1758; 14938;; ; 10; 8; 9; 10;SIM;Makson
19/01/2022;0047;275/75R;115;MICHELIN;X MULTI; 0; 2;ESTO;RECAPADO;Descartado;00000; 93982;93982; 56040; 10; 10; 10; 10;NÃO;Makson
19/01/2022;0048;275/75R;115;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-1758; 59603;; -2171; 7; 7; 7; 7;SIM;Makson
19/01/2022;0049;275/75R;115;MICHELIN;X MULTI; 0; 2;ESTO;RECAPADO;Descartado;00000; 14938;59316; 44378; 8; 7; 7; 7;NÃO;Makson
19/01/2022;0050;275/75R;115;MICHELIN;X MULTI; 0; 2;STP1;RECAPADO;STEP;PTO-1758; 14938;; ; 12; 12; 12; 12;SIM;Makson
20/01/2022;0058;275/75R;120;PIRELLI;FR88; 0; 1;ESTO;NOVO;Estoque;EXX-0001; 117589;; ; 10; 11; 11; 10;SIM;Makson
20/01/2022;0059;275/75R;120;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;ROG-0G55; 112597;; 152922; 14; 14; 14; 0;SIM;Makson
20/01/2022;0060;275/75R;120;PIRELLI;R268; 0; 2;STP1;RECAPADO;STEP;0000; 132419;170629; 71824; 9; 9; 9; 0;NÃO;Makson
20/01/2022;0061;275/75R;120;BRIDGESTONE;R268; 0; 2;STP1;RECAPADO;STEP;ROF-6J85; 9417;; 28277; 8; 8; 8; 0;SIM;Makson
20/01/2022;0062;275/75R;120;MICHELIN;X MULTI; 0; 2;STPI;RECAPADO S/G;STEP;ROE-9J69; 41116;; ; 7; 5; 5; 5;SIM;Makson
20/01/2022;0063;275/75R;120;MICHELIN;X MULTI; 0; 2;ESTO;RECAPADO;ESTOQUE;000; 98805;98805; 0; 10; 10; 10; 0;NÃO;Makson
20/01/2022;0064;275/75R;120;GOODYEAR;KMAX-S; 0; 2;ESTO;RECAPADO;Descartado;00000; 132419;129924; 31119; 7; 7; 7; 0;NÃO;Makson
20/01/2022;0051;275/75R;115;GOODYEAR;KMAX-S; 0; 2;ESTO;encapado;Descartado;00000; 11493;118522; 107029; 8; 8; 8; 0;NÃO;Makson
20/01/2022;0052;275/75R;115;GOODYEAR;KMAX-S; 0; 1;ESTO;NOVO;ESTOQUE;EXX-0001; 78506;; ; 9; 9; 9; 0;SIM;Makson
20/01/2022;0053;275/75R;115;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;PTO-4479; 78506;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0054;275/75R;115;GOODYEAR;KMAX-S; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-4479; 78506;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0055;275/75R;115;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-4479; 78506;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0056;275/75R;115;GOODYEAR;KMAX-S; 0; 2;TDI;RECAPADO;TRASEIRO;PTO-4479; 78506;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0057;275/75R;115;PIRELLI;FR88; 0; 2;TEI;RECAPADO;TRASEIRO;PTP-0263; 76433;; 16425; 15; 15; 15; 0;SIM;Makson
20/01/2022;0065;275/75R;115;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;PTP-0233; 71159;; ; 14; 14; 14; 0;SIM;Makson
20/01/2022;0066;275/75R;115;PIRELLI;FR88; 0; 1;ESTO;NOVO;Descartado;00000; 123512;123512; 22823; 14; 14; 14; 0;NÃO;Makson
20/01/2022;0067;275/75R;110;MICHELIN;X MULTI; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-5320; 120759;; 0; 16; 16; 16; 0;SIM;Makson
20/01/2022;0068;275/75R;110;MICHELIN;X MULTI; 0; 2;TEE;RECAPADO;TRASEIRO;PTO-5320; 106737;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0069;275/75R;110;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTP-0233; 71159;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0070;275/75R;110;MICHELIN;X MULTI; 0; 2;TDI;RECAPADO;TRASEIRO;PTP-0233; 71159;; ; 15; 15; 15; 0;SIM;Makson
20/01/2022;0071;275/75R;110;PIRELLI;FR88; 0; 2;STP1;RECAPADO;STEP;PTP-0233; 71159;; ; 9; 9; 9; 0;SIM;Makson
27/01/2022;0072;275/75R;110;PIRELLI;FR88; 0; 1;TDE;NOVO;DIANTEIRO;ROF-3H84; 31752;; ; 13; 12; 12; 13;SIM;Makson
27/01/2022;0073;275/75R;110;PIRELLI;FR88; 0; 1;TDE;NOVO;TRASEIRO;PTO-4469; 79745;; ; 12; 12; 12; 0;SIM;Makson
27/01/2022;0074;275/75R;110;MICHELIN;X MULTI; 0; 2;TEE;RECAPADO;TDE;PTN-9186; 132247;; 34092; 15; 15; 15; 0;SIM;Makson
27/01/2022;0075;275/75R;110;GOODYEAR;KMAX; 0; 2;TEI;RECAPADO;TDI;PTN-9186; 132247;; 64967; 15; 15; 15; 15;SIM;Makson
27/01/2022;0076;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDE;RECAPADO;TEE;PTN-9186; 132247;; 34092; 14; 14; 14; 0;SIM;Makson
27/01/2022;0077;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDI;RECAPADO;TEI;PTN-9186; 132247;; 34092; 14; 14; 14; 0;SIM;Makson
27/01/2022;0078;275/75R;110;GOODYEAR;KMAX-S; 0; 1;ESTO;NOVO;Descartado;00000; 73231;73231; 0; 9; 9; 9; 0;NÃO;Makson
27/01/2022;0079;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;PTN-9176; 86911;; ; 14; 14; 14; 0;SIM;Makson
27/01/2022;0080;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTN-9176; 86911;; ; 15; 15; 15; 0;SIM;Makson
27/01/2022;0081;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;PTN-9176; 86911;; ; 8; 8; 8; 0;SIM;Makson
27/01/2022;0082;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TEI;RECAPADO;TRASEIRO;PTN-9176; 86911;; ; 7; 7; 7; 0;SIM;Makson
27/01/2022;0083;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDE;RECAPADO;TRASEIRO;PTN-9176; 86911;; ; 12; 13; 13; 12;SIM;Makson
27/01/2022;0084;275/75R;110;MICHELIN;X MULTI; 0; 2;TDI;RECAPADO;TRASEIRO;PTN-9176;  89039;; ; 12; 13; 13; 12;SIM;Makson
27/01/2022;0085;275/75R;110;BFGOODRICH;ST250; 0; 2;STP1;RECAPADO;STEP;PTN-9176; 108479;; 20011; 4; 4; 4; 0;SIM;Makson
27/01/2022;0086;275/75R;110;BRIDGESTONE;R268; 0; 1;ESTO;NOVO;Descartado;00000; 44880;48493; 14484; 12; 12; 12; 0;NÃO;Makson
27/01/2022;0087;275/75R;110;BRIDGESTONE;R268; 0; 1;DD;NOVO;DIANTEIRO;PTO-9372; 00;; ; 10; 10; 0; 0;SIM;Makson
27/01/2022;0088;275/75R;110;BRIDGESTONE;R268; 0; 2;TEE;RECAPADO;TRASEIRO;PTO-0524; 67865;; 123444; 13; 13; 13; 0;SIM;Makson
27/01/2022;0089;275/75R;110;BFGOODRICH;ST250; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-0524; 67077;; ; 13; 12; 12; 13;SIM;Makson
27/01/2022;0090;275/75R;110;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-0524; 67874;; 10871; 12; 10; 12; 10;SIM;Makson
27/01/2022;0091;275/75R;110;GOODYEAR;KMAX; 0; 2;TDI;RECAPADO;TRASEIRO;PTO-0524; 67874;; 45262; 11; 11; 11; 10;SIM;Makson
27/01/2022;0092;275/75R;110;BFGOODRICH;ST250; 0; 2;STP1;RECAPADO;STEP;PTO-0524; 67077;; ; 9; 9; 9; 9;SIM;Makson
27/01/2022;0093;275/75R;110;GOODYEAR;KMAX-S; 0; 2;DE;NOVO;DIANTEIRO;PTN-9216; 87343;; ; 11; 11; 11; 11;SIM;Makson
27/01/2022;0094;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTN-9216; 87343;; 0; 13; 12; 12; 12;SIM;Makson
27/01/2022;0095;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;PTN-9216; 87343;; ; 12; 12; 12; 12;SIM;Makson
27/01/2022;0096;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TEI;RECAPADO;TRASEIRO;PTN-9216; 87343;; ; 12; 12; 12; 12;SIM;Makson
27/01/2022;0098;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDE;RECAPADO;TRASEIRO;PTN-9216; 70753;; ; 12; 12; 12; 12;SIM;Makson
27/01/2022;0097;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDI;RECAPADO;TRASEIRO;PTN-9216; 70753;; ; 12; 12; 12; 13;SIM;Makson
27/01/2022;0099;275/75R;110;MICHELIN;X MULTI; 0; 1;STP1;RECAPADO;STEP;PTN-9216; 87343;; ; 8; 8; 8; 0;SIM;Makson
27/01/2022;0100;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;PTO-8167; 116222;; ; 9; 8; 9; 8;SIM;Makson
27/01/2022;0101;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTO-8167; 116222;; ; 10; 8; 9; 8;SIM;Makson
27/01/2022;0102;275/75R;110;GOODYEAR;KMAX-S; 0; 1;TEE;NOVO;TRASEIRO;PTO-8207; 96005;; ; 6; 6; 6; 0;SIM;Makson
27/01/2022;0103;275/75R;110;GOODYEAR;KMAX-S; 0; 1;TEI;NOVO;TRASEIRO;PTO-8207; 96005;; ; 7; 7; 7; 0;SIM;Makson
27/01/2022;0104;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-4489; 130865;; 119976; 9; 9; 9; 0;SIM;Makson
27/01/2022;0105;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDI;RECAPADO;TRASEIRO;PTO-4489; 130865;; 6920; 10; 10; 10; 0;SIM;Makson
27/01/2022;0106;275/75R;110;MICHELIN;X MULTI; 0; 1;STP1;NOVO;STEP;PTO-8207; 39000;; 9614; 6; 6; 6; 0;SIM;Makson
27/01/2022;0107;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;PTO-0494; 113871;; ; 11; 11; 10; 9;SIM;Makson
27/01/2022;0108;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTO-0494; 113871;; ; 13; 12; 13; 13;SIM;Makson
27/01/2022;0109;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TEI;encapado;TRASEIRO;PTO-0494; 113871;; ; 12; 12; 12; 12;SIM;Makson
27/01/2022;0254;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;TRASEIRO;PTO-9372; 123302;; ; 10; 10; 10; 10;SIM;Makson
27/01/2022;0111;275/75R;110;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;0000; 113871;113871; 0; 10; 7; 8; 10;NÃO;Makson
27/01/2022;0112;275/75R;110;MICHELIN;X MULTI; 0; 2;TDI;RECAPADO;TRASEIRO;PTO-0494; 113871;; ; 13; 8; 9; 10;SIM;Makson
27/01/2022;0113;275/75R;110;MICHELIN;X MULTI; 0; 2;STP1;encapado;TRASEIRO;PTO-0494; 113871;; ; 5; 5; 5; 6;SIM;Makson
01/02/2022;0114;275/75R;110;BRIDGESTONE;R268; 0; 1;DE;NOVO;DIANTEIRO;ROF-7B05; 3689;; ; 13; 14; 14; 13;SIM;Makson
01/02/2022;0114;275/75R;110;BRIDGESTONE;R268; 0; 1;DE;NOVO;DIANTEIRO;0000; 3394;0; -3394; 17; 17; 17; 0;NÃO;Makson
01/02/2022;0115;275/75R;110;BRIDGESTONE;M736; 0; 1;DD;NOVO;DIANTEIRO;ROF-7B05; 19239;; ; 14; 14; 14; 14;SIM;Makson
01/02/2022;0116;275/75R;110;BRIDGESTONE;R268; 0; 1;TEE;NOVO;TRASEIRO;ROF-7B05; 19239;; ; 14; 14; 14; 14;SIM;Makson
01/02/2022;0117;275/75R;110;BRIDGESTONE;R268; 0; 2;TEI;escapado;TRASEIRO;ROF-7B05; 19239;; ; 14; 14; 14; 14;SIM;Makson
01/02/2022;0118;275/75R;110;BRIDGESTONE;R268; 0; 2;TDE;encapado;TRASEIRO;ROF-7B05; 19239;; ; 14; 14; 14; 14;SIM;Makson
01/02/2022;0119;275/75R;110;BRIDGESTONE;R268; 0; 2;TDI;RECAPADO;TRASEIRO;ROF-7B05; 19239;; ; 14; 14; 14; 14;SIM;Makson
01/02/2022;0121;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;ROG-0G67; 1531;; ; 15; 15; 15; 0;SIM;Makson
01/02/2022;0122;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;ROG-0G67; 1531;; ; 15; 15; 15; 0;SIM;Makson
01/02/2022;0123;275/75R;110;MICHELIN;X MULTI; 0; 2;TEE;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0124;275/75R;110;MICHELIN;X MULTI; 0; 2;TEI;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0125;275/75R;110;FORMULA;DRIVER; 0; 2;LEE;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0126;275/75R;110;GOODYEAR;KMAX-S; 0; 2;LEI;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0127;275/75R;110;MICHELIN;X MULTI; 0; 2;LDE;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 12; 11; 11; 12;SIM;Makson
01/02/2022;0128;275/75R;110;MICHELIN;X MULTI; 0; 2;TDI;RECAPADO;TRASEIRO;ROD-9B91; 35182;; ; 12; 11; 11; 12;SIM;Makson
01/02/2022;0129;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDE;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0130;275/75R;110;GOODYEAR;KMAX-S; 0; 2;TDI;RECAPADO;TRASEIRO;ROG-0G67; 1531;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0131;275/75R;110;GOODYEAR;KMAX-S; 0; 2;STP1;RECAPADO;STEP;ROG-0G67; 1531;; ; 16; 16; 16; 0;SIM;Makson
01/02/2022;0139;275/75R;110;PIRELLI;FR88; 0; 1;TDI;NOVO;TRASEIRO;PTO-9252; 35185;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0140;275/75R;110;PIRELLI;FR88; 0; 1;TDE;NOVO;TRASEIRO;PTO-9252; 35185;; ; 14; 14; 14; 0;SIM;Makson
01/02/2022;0141;275/75R;110;PIRELLI;TR88; 0; 1;TDI;NOVO;TRASEIRO;ROE-9F23; 66896;; 44755; 17; 17; 17; 0;SIM;Makson
01/02/2022;0142;275/75R;110;PIRELLI;TR88; 0; 1;TEI;NOVO;TRASEIRO;ROE-9F23; 7797;; ; 17; 17; 17; 0;SIM;Makson
01/02/2022;0143;275/75R;110;PIRELLI;TR88; 0; 1;TDE;NOVO;TRASEIRO;ROE-9F23; 7797;; ; 17; 17; 17; 0;SIM;Makson
01/02/2022;0144;275/75R;110;PIRELLI;TR88; 0; 1;TEE;NOVO;TRASEIRO;ROE-9F23; 17983;; ; 16; 16; 16; 0;SIM;Makson
01/02/2022;0452;275/75R;110;PIRELLI;FR88; 0; 1;DE;NOVO;DIANTEIRO;PTO-6315; 108176;; ; 13; 13; 13; 14;SIM;Makson
02/02/2022;0132;275/75R;110;BRIDGESTONE;R268; 0; 1;DE;NOVO;DIANTEIRO;ROG-0G60; 3365;; ; 16; 16; 16; 0;SIM;Makson
02/02/2022;0133;275/75R;110;BRIDGESTONE;R268; 0; 2;ILDE;RECAPADO;TRASEIRO;PTO-8040; 138887;; ; 5; 4; 4; 6;SIM;Makson
02/02/2022;0134;275/75R;110;BRIDGESTONE;M736; 0; 1;TEE;NOVO;TRASEIRO;ROG-0G60; 3365;; ; 23; 23; 23; 0;SIM;Makson
02/02/2022;0135;275/75R;110;BRIDGESTONE;M736; 0; 1;TEI;NOVO;TRASEIRO;ROG-0G60; 3365;; ; 23; 23; 23; 0;SIM;Makson
02/02/2022;0136;275/75R;110;BRIDGESTONE;M736; 0; 1;TDE;NOVO;TRASEIRO;ROG-0G60; 3365;; ; 23; 23; 23; 0;SIM;Makson
02/02/2022;0137;275/75R;110;GOODYEAR;KMAX-S; 0; 1;TEE;NOVO;TRASEIRO;PTO-9332; 116466;; ; 16; 16; 16; 16;SIM;Makson
02/02/2022;0138;275/75R;110;BRIDGESTONE;R268; 0; 1;ESTO;RECAPADO;Descartado;00000; 3365;42600; 39235; 17; 17; 17; 0;NÃO;Makson
03/02/2022;0146;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTO-6615; 13473;; ; 9; 9; 9; 9;SIM;Makson
03/02/2022;0147;275/75R;110;PIRELLI;FR88; 0; 1;TDE;NOVO;TRASEIRO;PTP-0851; 17983;; 3064; 14; 14; 14; 0;SIM;Makson
03/02/2022;0148;275/75R;110;PIRELLI;FR88; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-6615; 137417;; -126428; 6; 6; 0; 0;SIM;Makson
03/02/2022;0149;275/75R;110;PIRELLI;FR88; 0; 1;1LEI;NOVO;TRASEIRO;ROD-9B94; 21495;; 100000; 4; 4; 4; 4;SIM;Makson
03/02/2022;0150;275/75R;110;GOODYEAR;KMAX; 0; 2;DE;encapado;DIANTEIRO;ROG-0G55; 115571;; 0; 14; 14; 14; 14;SIM;Makson
03/02/2022;0151;275/75R;110;PIRELLI;FR88; 0; 1;TDE;NOVO;TRASEIRO;ROG-0G55; 7202;; ; 14; 14; 14; 0;SIM;Makson
03/02/2022;0152;275/75R;110;PIRELLI;FR88; 0; 1;ILEE;NOVO;TRASEIRO;ROG-0G55; 7202;; ; 14; 14; 14; 0;SIM;Makson
03/02/2022;0153;275/75R;110;PIRELLI;FR88; 0; 1;ILEI;NOVO;TRASEIRO;ROG-0G55; 7202;; ; 14; 14; 14; 0;SIM;Makson
03/02/2022;0154;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTO-9362; 117884;; ; 14; 14; 14; 0;SIM;Makson
03/02/2022;0155;275/75R;110;PIRELLI;FR88; 0; 1;TDI;NOVO;TRASEIRO;ROG-0G55; 7202;; ; 14; 14; 14; 0;SIM;Makson
03/02/2022;0156;275/75R;110;MICHELIN;X MULTI; 0; 2;TEI;RECAPADO;TRASEIRO;ROG-0G55; 0;; 127937; 13; 13; 13; 0;SIM;Makson
08/02/2022;0157;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;PTO-6345; 52358;; ; 8; 8; 8; 0;SIM;Makson
08/02/2022;0158;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTO-6345; 52358;; ; 7; 7; 7; 0;SIM;Makson
