Data de Cadastro;Nº Fogo; Medida;Calibragem Máxima; Marca; Modelo;Nº de Série; Vida;Posição Início ;Situação ;Localização ;Veículo Atual;Km Inicial Veículo;Km Final Veículo;Km Rodado; Suco 01; Suco 02; Suco 03; Suco 04; Ativo; Cadastrado
04/02/2023;0761;275/75R;110;PIRELLI;FR88; 0; 1;DD;NOVO;DIANTEIRO;PTP-0233; 96235;; ; 12; 13; 13; 12;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0762;275/75R;110;PIRELLI;FR88; 0; 2;TEI;NOVO;TRASEIRO;PTP-0233; 96235;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0758;275/75R;110;BRIDGESTONE;R268; 0; 1;DD;NOVO;DIANTEIRO;ROG-0G60; 42600;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0757;275/75R;110;BRIDGESTONE;R268; 0; 1;TDI;NOVO;TRASEIRO;ROG-0G60; 42600;; ; 15; 15; 15; 15;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0759;275/75R;110;GOODYEAR;KMAX-S; 0; 2;STP1;RECAPADO;STEP;ROG-0G60; 42600;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0755;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;PTO-0524; 68413;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0756;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTO-0524; 68413;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
04/02/2023;0760;275/75R;100;MICHELIN;X MULTI; 0; 2;ILEE;RECAPADO;TRASEIRO;ROF-3I05; 44379;; ; 4; 3; 3; 4;SIM;ALEXANDRE MENDES DE SOUSA
08/02/2023;0770;275/75R;110;BRIDGESTONE;R268; 0; 1;DE;NOVO;DIANTEIRO;ROG-9C07; 48887;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
13/02/2023;0753;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTO-9252; 129839;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
13/02/2023;0752;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;PTO-9252; 129839;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
13/02/2023;0776;275/75R;100;PIRELLI;FR88; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-9312; 154509;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
20/02/2023;0766;275/75R;100;PIRELLI;FR88; 0; 2;TEI;RECAPADO;TRASEIRO;PTP-1107; 171519;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
20/02/2023;0767;275/75R;100;PIRELLI;FR88; 0; 2;TDI;RECAPADO];TRASEIRO;PTP-1107; 171519;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
27/02/2023;0840;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;ROE-9F11; 63599;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
27/02/2023;0841;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;ROE-9F11; 63599;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
28/02/2023;0780;275/75R;100;PIRELLI;FR88; 0; 2;ILDE;RECAPADO;TRASEIRO;ROG-0G55; 126729;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
28/02/2023;0781;275/75R;100;PIRELLI;FR88; 0; 2;STP1;RECAPADO;TRASEIRO;ROG-0G55; 126729;; ; 10; 10; 10; 10;SIM;ALEXANDRE MENDES DE SOUSA
28/02/2023;0842;275/75R;100;MICHELIN;X MULTI; 0; 2;TEE;RECAPADO;TRASEIRO;ROG-0G55; 126729;; ; 13; 10; 11; 11;SIM;ALEXANDRE MENDES DE SOUSA
01/03/2023;0845;275/75R;110;CONTINENTAL  ;HSR2; 0; 1;DE;NOVO;DIANTEIRO;ROF-6J85; 49781;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
01/03/2023;0846;275/75R;110;CONTINENTAL  ;HSR2; 0; 1;DD;NOVO;DIANTEIRO;ROF-6J85; 49781;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
01/03/2023;0847;275/75R;100;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;ROD-9B94; 76709;; ; 7; 5; 7; 10;SIM;ALEXANDRE MENDES DE SOUSA
03/03/2023;0856;275/75R;110;GOODYEAR;G658; 0; 1;DE;NOVO;DIANTEIRO;PTO-1758; 60865;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
03/03/2023;0857;275/75R;110;GOODYEAR;G658; 0; 1;DD;NOVO;DIANTEIRO;PTO-1758; 60865;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
06/03/2023;0860;275/75R;100;CONTINENTAL ;HSR2; 0; 1;DE;NOVO;DIANTEIRO;PTO-5320; 126572;; ; 19; 19; 19; 19;SIM;Caio
06/03/2023;0861;275/75R;110;CONTINENTAL ;HSR2; 0; 1;DD;NOVO;DIANTEIRO;PTO-5320; 126572;; ; 19; 19; 19; 19;SIM;Caio
06/03/2023;0862;275/75R;100;CONTINENTAL ;HSR2; 0; 1;TDE;NOVO;DIANTEIRO;PTO-5320; 126572;; ; 10; 7; 7; 8;SIM;Caio
08/03/2023;0867;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;PTO-9332; 137082;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
08/03/2023;0868;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTO-9332; 137082;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
16/03/2023;0890;275/75R;110;GOODYEAR;G658; 0; 1;DE;NOVO;DIANTEIRO;PTO-4469; 121423;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
16/03/2023;0891;275;110;GOODYEAR;G658; 0; 1;DD;NOVO;DIANTEIRO;PTO-4469; 121423;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
17/03/2023;0892;275/75R;110;GOODYEAR;HSR2; 0; 1;DE;NOVO;DIANTEIRO;PTO-9335; 163176;; ; 19; 19; 19; 19;SIM;Caio
17/03/2023;0893;275/75R;110;GOODYEAR;HSR2; 0; 1;DD;NOVO;DIANTEIRO;PTO-9335; 163176;; ; 19; 19; 19; 19;SIM;Caio
17/03/2023;0894;275/75R;100;PIRELLI;FR88; 0; 2;TDI;RECAPADO;TRASEIRO;PTO-9335; 163176;; ; 14; 14; 14; 14;SIM;Caio
17/03/2023;0726;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DE;NOVO;DIANTEIRO;PTO-4908; 182154;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
17/03/2023;0727;275/75R;110;GOODYEAR;KMAX-S; 0; 1;DD;NOVO;DIANTEIRO;PTO-4908; 182154;; ; 14; 14; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
20/03/2023;0896;275/75R;100;GOODYEAR;KMAX-S; 0; 2;STP1;RECAPADO;STEP;ROE-9F23; 77582;; ; 12; 10; 10; 12;SIM;ALEXANDRE MENDES DE SOUSA
22/03/2023;0897;275/75R;100;PIRELLI;FR88; 0; 2;TDI;RECAPADO;TRASEIRO;ROE-9J66; 65216;; ; 13; 11; 0; 0;SIM;ALEXANDRE MENDES DE SOUSA
22/03/2023;0900;275/75R;100;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-4459; 138745;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
23/03/2023;0901;275/75R;100;MICHELIN;X MULTI; 0; 2;TEE;RECAPADO;TRASEIRO;ROD-9B91; 48352;; ; 13; 13; 12; 14;SIM;ALEXANDRE MENDES DE SOUSA
23/03/2023;0902;275/75R;100;BRIDGESTONE;R268; 0; 2;ILEI;RECAPADO;TRASEIRO;ROD-9B91; 48352;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
23/03/2023;0903;275/75R;100;MICHELIN;KMAX-S; 0; 2;TDE;RECAPADO;TRASEIRO;ROD-9B91; 48352;; ; 12; 11; 11; 13;SIM;ALEXANDRE MENDES DE SOUSA
23/03/2023;0904;275/75R;100;MICHELIN;KMAX-S; 0; 2;STP1;RECAPADO;TRASEIRO;ROD-9B91; 48352;; ; 14; 12; 9; 11;SIM;ALEXANDRE MENDES DE SOUSA
23/03/2023;0905;275/75R;110;FIRESTONE;FS440; 0; 1;DD;NOVO;DIANTEIRO;ROF-7B10; 239376;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
24/03/2023;0907;275/75R;100;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;PTO-4429; 138791;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
24/03/2023;0908;275/75R;100;GOODYEAR;KMAX-S; 0; 2;TEI;RECAPADO;TRASEIRO;PTO-4429; 138791;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
24/03/2023;0909;275/75R;100;PIRELLI;FR88; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-4429; 138791;; ; 14; 14; 14; 14;SIM;ALEXANDRE MENDES DE SOUSA
24/03/2023;0910;275/75R;100;BFGOODRICH;ST250; 0; 2;STP1;RECAPADO;TRASEIRO;PTO-4429; 138791;; ; 9; 9; 9; 9;SIM;ALEXANDRE MENDES DE SOUSA
27/03/2023;0914;275/75R;100;GOODYEAR;KMAX-S; 0; 2;TEE;RECAPADO;TRASEIRO;PTO-0494; 122436;; ; 9; 10; 10; 14;SIM;ALEXANDRE MENDES DE SOUSA
27/03/2023;0915;275/75R;100;MICHELIN;X MULTI; 0; 2;TDE;RECAPADO;TRASEIRO;PTO-0494; 122436;; ; 10; 7; 7; 12;SIM;ALEXANDRE MENDES DE SOUSA
30/03/2023;0919;275/75R;110;GOODYEAR;HSR2; 0; 1;DE;NOVO;DIANTEIRO;PTO-9262; 139133;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
30/03/2023;0920;275/75R;110;GOODYEAR;HSR2; 0; 1;DD;NOVO;DIANTEIRO;PTO-9262; 139153;; ; 19; 19; 19; 19;SIM;ALEXANDRE MENDES DE SOUSA
17/05/2023;1234;275/75R;115;PIRELLI;FR88; 0123; 2;1;1;TRASEIRO;PTT-9B60; 10000;; 3000; 15; 15; 15; 15;SIM;André Santos
